147,308
231,443
226,419
113,176
101,204
87,129
80,154
78,165
72,121
71,138
60,77
56,71
56,65
54,63
53,56
53,58
57,62
62,88
61,93
62,79
57,65
61,77
57,69
58,77
62,79
59,78
60,78
60,78
66,89
62,85
61,84
61,86
57,63
53,59
51,57
59,63
62,74
54,64
58,72
55,61
58,84
53,64
55,68
51,58
54,65
52,55
49,51
49,53
50,59
53,65
55,83
62,82
57,74
56,69
55,73
52,57
51,54
51,59
53,57
56,71
51,55
56,71
58,72
53,68
51,67
50,56
52,60
53,59
53,58
55,64
52,55
56,60
58,72
54,63
53,59
53,59
53,59
53,58
55,69
54,66
55,64
54,63
51,59
53,60
50,50
50,53
48,48
49,49
49,59
44,40
47,48
48,47
48,49
47,45
45,40
47,48
45,45
52,59
50,51
47,46
50,54
49,49
49,53
48,50
46,50
46,47
48,51
46,48
45,43
44,43
42,39
44,43
45,46
45,45
46,46
48,50
47,51
44,46
44,45
47,51
49,56
45,47
47,50
48,52
43,38
44,42
46,41
44,41
44,39
47,45
45,43
43,40
43,40
43,40
43,41
43,40
43,41
41,38
45,43
45,50
42,40
43,40
44,38
42,37
42,38
43,40
44,44
47,51
46,47
44,43
44,44
42,39
42,34
44,45
44,40
41,39
40,35
43,42
42,39
43,41
43,43
41,40
45,46
49,56
47,49
44,41
46,50
45,47
45,42
43,41
46,46
45,45
44,43
43,40
41,35
39,32
41,35
43,41
43,40
44,48
42,36
44,39
42,36
42,38
43,37
41,41
38,29
90,179
-----------------
220,467
-----------------
278,617
-----------------
314,652
-----------------
283,618
-----------------
516,1056
-----------------
625,1098
-----------------
37,25
37,24
35,22
36,23
35,22
34,21
33,20
34,22
33,21
34,28
32,20
33,20
33,20
32,19
33,22
32,20
34,26
33,21
33,20
33,23
33,19
32,19
31,19
33,21
33,21
32,19
36,35
32,19
32,19
34,20
33,19
33,19
32,19
34,20
32,18
32,19
32,18
32,18
33,20
34,20
33,20
-----------------
33,19
-----------------
33,21
-----------------
33,20
-----------------
34,21
-----------------
33,20
-----------------
33,20
-----------------
67,82
-----------------
69,88
-----------------
71,95
-----------------
72,95
-----------------
73,92
-----------------
71,84
-----------------
77,112
-----------------
70,85
-----------------
70,85
-----------------
73,99
-----------------
72,96
-----------------
74,101
-----------------
76,104
-----------------
77,115
-----------------
33,20
-----------------
33,20
-----------------
33,20
-----------------
33,20
-----------------
34,20
-----------------
33,20
-----------------
33,20
-----------------
0,0
-----------------
0,0
-----------------
0,0
-----------------
0,0
-----------------
0,0
-----------------
0,0
-----------------
0,0
-----------------
0,0
-----------------
0,0
-----------------
0,0
-----------------
0,0
-----------------
0,0
-----------------
0,0
-----------------
0,0
-----------------
0,0
-----------------
0,0
-----------------
0,0
-----------------
0,0
-----------------
0,0
-----------------
0,0
-----------------
0,0
-----------------
0,0
-----------------
0,0
-----------------
0,0
-----------------
0,0
-----------------
0,0
-----------------
0,0
-----------------
0,0
-----------------
33,20
-----------------
33,20
-----------------
34,21
-----------------
33,21
-----------------
34,20
-----------------
34,21
-----------------
33,21
-----------------
69,86
-----------------
69,89
-----------------
72,94
-----------------
74,103
-----------------
71,90
-----------------
73,93
-----------------
74,95
-----------------
0,0
-----------------
0,0
-----------------
0,0
-----------------
0,0
-----------------
0,0
-----------------
0,0
-----------------
0,0
-----------------
0,0
-----------------
0,0
-----------------
0,0
-----------------
0,0
-----------------
0,0
-----------------
0,0
-----------------
0,0
-----------------
30,19
-----------------
30,19
-----------------
31,20
-----------------
31,21
-----------------
32,22
-----------------
31,20
-----------------
31,20
-----------------
32,20
-----------------
32,21
-----------------
33,23
-----------------
34,31
-----------------
34,25
-----------------
35,30
-----------------
34,24
-----------------
62,70
-----------------
62,74
-----------------
64,75
-----------------
63,75
-----------------
63,72
-----------------
64,74
-----------------
65,74
-----------------
30,20
-----------------
31,21
-----------------
31,20
-----------------
31,21
-----------------
31,20
-----------------
32,23
-----------------
32,23
-----------------
33,20
-----------------
33,20
-----------------
33,21
-----------------
34,21
-----------------
34,21
-----------------
34,20
-----------------
34,21
-----------------
33,20
-----------------
33,21
-----------------
34,24
-----------------
33,21
-----------------
34,23
-----------------
35,27
-----------------
36,30
-----------------
